customerID,tenure,StreamingTV,StreamingMovies,Streaming Service,Contract,MonthlyCharges,TotalCharges,Churn,Customer Churn
3891-PUQOD,1,No,Yes,1,Month-to-month,59.2,59.2,Yes,1
5447-VYTKW,27,No,No,0,Month-to-month,53.45,1461.45,No,0
3623-FQBOX,21,No internet service,No internet service,0,Month-to-month,19.95,416.4,No,0
0689-NKYLF,13,Yes,No,1,Month-to-month,83.2,1060.6,Yes,1
8659-HDIYE,64,No,Yes,1,Month-to-month,74.65,4869.35,No,0
3658-KIBGF,1,No,No,0,Month-to-month,54.9,54.9,Yes,1
5519-YLDGW,21,Yes,Yes,1,Month-to-month,103.9,2254.2,Yes,1
4680-KUTAJ,11,No,No,0,Month-to-month,55.6,580.8,No,0
5307-UVGNB,53,No,Yes,1,Month-to-month,48.7,2495.2,No,0
4946-EDSEW,11,No internet service,No internet service,0,Month-to-month,19.25,180.3,Yes,1
2883-ILGWO,57,Yes,Yes,1,Month-to-month,104.9,5913.95,No,0
2516-VQRRV,2,No,No,0,Month-to-month,75.45,158.4,Yes,1
7580-UGXNC,2,No,No,0,Month-to-month,54.85,104.2,Yes,1
9629-NHXFW,1,No internet service,No internet service,0,Month-to-month,19.4,19.4,No,0
0396-HUJBP,2,No internet service,No internet service,0,Month-to-month,19.3,44.4,No,0
5178-LMXOP,1,Yes,Yes,1,Month-to-month,95.1,95.1,Yes,1
8185-UPYBR,6,No,No,0,Month-to-month,75.5,438,Yes,1
4585-HETAI,4,No,No,0,Month-to-month,73.75,325.45,Yes,1
7526-BEZQB,12,Yes,Yes,1,Month-to-month,96.05,1148.1,Yes,1
3530-CRZSB,7,No internet service,No internet service,0,Month-to-month,20.65,155.9,No,0
8498-XXGWA,65,No,No,0,Month-to-month,55.15,3673.15,No,0
9617-INGJY,1,No,No,0,Month-to-month,70.6,70.6,No,0
7234-KMNRQ,4,No internet service,No internet service,0,Month-to-month,19,73.45,No,0
6794-HKIAJ,62,No,No,0,Month-to-month,90.7,5586.45,No,0
5950-AAAGJ,18,Yes,No,1,Month-to-month,84.3,1537.9,No,0
4951-UKAAQ,4,No,Yes,1,Month-to-month,88.95,355.2,Yes,1
9618-LFJRU,4,No internet service,No internet service,0,Month-to-month,20.45,82.85,No,0
0744-GKNGE,64,No,No,0,Month-to-month,86.8,5327.25,No,0
2108-YKQTY,4,No,No,0,Month-to-month,50.7,151.3,Yes,1
4918-QLLIW,3,Yes,No,1,Month-to-month,53.4,188.7,Yes,1
7056-IMHCC,53,Yes,Yes,1,Month-to-month,101.9,5549.4,Yes,1
5294-DMSFH,29,Yes,Yes,1,Month-to-month,87.8,2621.75,No,0
0603-OLQDC,12,Yes,Yes,1,Month-to-month,69.85,837.5,No,0
3272-VUHPV,8,No,No,0,Month-to-month,56.3,401.5,No,0
4176-FXYBO,54,Yes,Yes,1,Month-to-month,109.55,6118.95,No,0
8663-UPDGF,26,Yes,No,1,Month-to-month,69.5,1800.05,No,0
2947-DOMLJ,1,No,No,0,Month-to-month,50.6,50.6,Yes,1
4112-LUEIZ,10,Yes,Yes,1,Month-to-month,89.5,863.1,Yes,1
4510-HIMLV,1,No,No,0,Month-to-month,69.8,69.8,Yes,1
9919-KNPOO,21,Yes,Yes,1,Month-to-month,94.3,1948.35,No,0
8749-JMNKX,51,Yes,No,1,Month-to-month,93.8,4750.95,Yes,1
2430-USGXP,24,Yes,Yes,1,Month-to-month,101.05,2391.8,Yes,1
4450-DLLMH,2,No,No,0,Month-to-month,71.3,157.75,No,0
5955-ERIHD,18,Yes,Yes,1,Month-to-month,94.7,1687.95,Yes,1
0468-YRPXN,29,Yes,Yes,1,Month-to-month,98.8,2807.1,No,0
5949-EBSQK,4,No,Yes,1,Month-to-month,61.45,229.55,Yes,1
8950-MTZNV,1,No,No,0,Month-to-month,44.95,44.95,No,0
6773-LQTVT,29,No,No,0,Month-to-month,35.65,1025.15,No,0
7274-RTAPZ,1,Yes,Yes,1,Month-to-month,90.55,90.55,Yes,1
8566-YPRGL,1,No internet service,No internet service,0,Month-to-month,19.5,19.5,No,0
0311-UNPFF,26,Yes,Yes,1,Month-to-month,88.8,2274.35,Yes,1
2669-OIDSD,48,Yes,Yes,1,Month-to-month,100.05,4834,No,0
8400-WZICQ,55,No,No,0,Month-to-month,55.7,3131.8,No,0
3834-XUIFC,7,No,Yes,1,Month-to-month,85.2,602.55,Yes,1
9576-SYUHJ,37,Yes,No,1,Month-to-month,91.15,3369.25,No,0
0410-IPFTY,31,No,Yes,1,Month-to-month,83.85,2674.15,No,0
2831-EBWRN,4,No,No,0,Month-to-month,45.9,199.75,No,0
8414-MYSHR,5,Yes,Yes,1,Month-to-month,91.4,449.75,Yes,1
0247-SLUJI,1,No internet service,No internet service,0,Month-to-month,19.7,19.7,No,0
9402-ORRAH,15,Yes,Yes,1,Month-to-month,91.5,1400.3,No,0
6483-OATDN,8,No,No,0,Month-to-month,51.3,411.6,No,0
4840-ORQXB,56,Yes,Yes,1,Month-to-month,104.75,5841.35,No,0
7599-FKVXZ,42,Yes,Yes,1,Month-to-month,106.15,4512.7,Yes,1
3982-DQLUS,65,No,No,0,Month-to-month,85.75,5688.45,No,0
7801-KICAO,18,No,No,0,Month-to-month,74.15,1345.75,No,0
8229-TNIQA,4,No,No,0,Month-to-month,45.3,196.95,Yes,1
7339-POGZN,4,No,No,0,Month-to-month,50.7,214.55,No,0
2828-SLQPF,19,No,No,0,Month-to-month,45,865.85,No,0
4465-VDKIQ,18,No,No,0,Month-to-month,77.8,1358.6,No,0
2921-XWDJH,38,No,Yes,1,Month-to-month,83.45,3147.15,No,0
6221-AVQYL,2,No,No,0,Month-to-month,73.25,131.05,Yes,1
0003-MKNFE,9,No,Yes,1,Month-to-month,59.9,542.4,No,0
7743-EXURX,8,No,No,0,Month-to-month,51.05,415.05,Yes,1
0975-VOOVL,3,No,No,0,Month-to-month,29.2,98.5,No,0
5968-VXZLG,2,No,No,0,Month-to-month,46.6,87.9,No,0
5569-KGJHX,9,Yes,No,1,Month-to-month,85.35,754.65,Yes,1
4988-IQIGL,1,No,No,0,Month-to-month,75.35,75.35,Yes,1
5201-FRKKS,25,No,No,0,Month-to-month,74.3,1952.25,No,0
9799-CAYJJ,2,No,No,0,Month-to-month,69.3,153.8,No,0
7730-IUTDZ,43,No,No,0,Month-to-month,75.2,3198.6,Yes,1
0426-TIRNE,1,No internet service,No internet service,0,Month-to-month,20.9,20.9,Yes,1
1335-NTIUC,9,No,No,0,Month-to-month,24.95,190.25,No,0
2916-BQZLN,19,No,No,0,Month-to-month,84.75,1651.95,No,0
4558-CGYCZ,4,No internet service,No internet service,0,Month-to-month,19.75,78.3,No,0
8710-YGLWG,1,No,No,0,Month-to-month,44.9,44.9,No,0
3199-XGZCY,8,No,No,0,Month-to-month,75.25,576.7,No,0
4063-EIKNQ,11,No internet service,No internet service,0,Month-to-month,20.95,267.35,No,0
5206-HPJKM,17,No,No,0,Month-to-month,55.5,934.15,No,0
7587-RZNME,3,No,No,0,Month-to-month,43.3,123.65,Yes,1
8393-JMVMB,1,No internet service,No internet service,0,Month-to-month,19.45,19.45,No,0
5019-GQVCR,43,Yes,No,1,Month-to-month,84.85,3645.6,No,0
6036-TTFYU,16,No internet service,No internet service,0,Month-to-month,19.6,314.45,No,0
4706-AXVKM,11,No,Yes,1,Month-to-month,84.8,906.85,Yes,1
5889-JTMUL,50,Yes,No,1,Month-to-month,95.05,4888.7,Yes,1
9026-RNUJS,5,No,No,0,Month-to-month,50.35,237.25,Yes,1
3746-EUBYR,1,No,No,0,Month-to-month,74.6,74.6,Yes,1
2332-EFBJY,16,No internet service,No internet service,0,Month-to-month,19.7,342.4,Yes,1
2880-FPNAE,2,No,No,0,Month-to-month,74.2,140.1,No,0
1703-MGIAB,17,Yes,No,1,Month-to-month,69,1108,No,0
9474-PHLYD,15,No,Yes,1,Month-to-month,59.45,892.65,Yes,1
2254-DLXRI,1,No,No,0,Month-to-month,79.15,79.15,No,0
2219-MVUSO,8,No,No,0,Month-to-month,45.15,438.4,Yes,1
1530-ZTDOZ,49,Yes,No,1,Month-to-month,40.65,2070.75,No,0
8914-RBTSB,31,Yes,No,1,Month-to-month,93.8,3019.5,Yes,1
6212-ATMLK,50,Yes,Yes,1,Month-to-month,95.7,4729.75,No,0
0963-ZBDRN,32,Yes,Yes,1,Month-to-month,96.2,3183.4,Yes,1
7594-RQHXR,1,No,Yes,1,Month-to-month,79.6,79.6,Yes,1
1077-HUUJM,7,No,No,0,Month-to-month,71.05,472.65,No,0
6331-EWIEB,20,Yes,No,1,Month-to-month,85.25,1734.5,Yes,1
2045-BMBTJ,33,Yes,Yes,1,Month-to-month,59.45,1884.65,No,0
4452-QIIEB,7,No,No,0,Month-to-month,43.9,278.4,No,0
5998-VVEJY,26,No,No,0,Month-to-month,80.5,2088.8,Yes,1
1624-NALOJ,5,No,Yes,1,Month-to-month,89.8,502.6,Yes,1
6741-EGCBI,30,No,Yes,1,Month-to-month,90.5,2595.85,No,0
4317-VTEOA,1,No,No,0,Month-to-month,50.75,50.75,Yes,1
1670-SVOWZ,14,No,Yes,1,Month-to-month,89.65,1208.35,Yes,1
2227-JRSJX,21,Yes,Yes,1,Month-to-month,99.15,1956.4,No,0
8980-WQFWL,35,No,Yes,1,Month-to-month,62.1,2096.1,No,0
1730-ZMAME,32,No,Yes,1,Month-to-month,79.5,2665,No,0
6506-EYCNH,28,No internet service,No internet service,0,Month-to-month,19.55,543.8,No,0
4634-JLRJT,1,No internet service,No internet service,0,Month-to-month,20.35,20.35,No,0
9501-UKKNL,59,Yes,Yes,1,Month-to-month,51.7,3005.8,No,0
4795-WRNVT,40,Yes,No,1,Month-to-month,65.1,2586,No,0
6080-TCMYC,40,No,No,0,Month-to-month,81.2,3292.3,No,0
0260-ZDLGK,9,Yes,Yes,1,Month-to-month,72.9,651.4,Yes,1
6357-JJPQT,3,Yes,No,1,Month-to-month,80.5,232.35,No,0
9552-TGUZV,8,No,No,0,Month-to-month,75,658.1,No,0
8722-NGNBH,5,No,No,0,Month-to-month,40,223.45,Yes,1
6210-KBBPI,9,Yes,Yes,1,Month-to-month,99.45,919.4,Yes,1
9643-YBLUR,9,No,Yes,1,Month-to-month,69.05,653.95,No,0
8734-FNWVH,31,No,Yes,1,Month-to-month,59.7,1825.5,No,0
0133-BMFZO,2,No,No,0,Month-to-month,86.25,181.65,Yes,1
6128-CZOMY,1,No,No,0,Month-to-month,45.65,45.65,Yes,1
9540-JYROE,8,No,No,0,Month-to-month,70.1,551.35,Yes,1
9026-LHEVG,9,No,Yes,1,Month-to-month,40.75,359.4,No,0
2260-USTRB,2,No,No,0,Month-to-month,70.2,115.95,Yes,1
3656-TKRVZ,3,No,No,0,Month-to-month,55.35,165.2,Yes,1
7011-CVEUC,25,Yes,Yes,1,Month-to-month,95.7,2338.35,No,0
6185-TASNN,1,No,No,0,Month-to-month,46.3,46.3,No,0
7925-PNRGI,45,Yes,No,1,Month-to-month,81.3,3541.1,No,0
8623-TMRBY,51,No,No,0,Month-to-month,84.2,4146.05,Yes,1
1552-CZCLL,55,No internet service,No internet service,0,Month-to-month,20,1087.25,No,0
3038-PQIUY,38,No,No,0,Month-to-month,66.15,2522.4,No,0
1501-SGHBW,2,No,No,0,Month-to-month,45.85,81,Yes,1
9313-CDOGY,38,No internet service,No internet service,0,Month-to-month,19.6,717.3,No,0
8148-BPLZQ,34,No,No,0,Month-to-month,49.8,1734.2,No,0
3208-YPIOE,39,No,No,0,Month-to-month,75.25,3017.65,Yes,1
2612-RANWT,12,Yes,Yes,1,Month-to-month,100.15,1164.3,Yes,1
0491-KAPQG,21,No,No,0,Month-to-month,73.7,1558.7,No,0
6900-PXRMS,26,Yes,Yes,1,Month-to-month,105.75,2710.25,Yes,1
3346-BRMIS,18,Yes,Yes,1,Month-to-month,48.35,810.7,Yes,1
3209-ZPKFI,47,No,No,0,Month-to-month,54.25,2538.2,No,0
9373-WSLOY,33,Yes,No,1,Month-to-month,50,1750.85,No,0
2933-FILNV,2,No,No,0,Month-to-month,24.4,36.55,Yes,1
9819-FBNSV,37,No,No,0,Month-to-month,72.25,2575.45,No,0
9544-PYPSJ,62,No,Yes,1,Month-to-month,96.1,6019.35,No,0
0396-UKGAI,23,No,No,0,Month-to-month,55.3,1284.2,No,0
5186-EJEGL,9,Yes,No,1,Month-to-month,69.5,653.25,No,0
9986-BONCE,4,No internet service,No internet service,0,Month-to-month,20.95,85.5,Yes,1
2722-JMONI,1,No,No,0,Month-to-month,49.55,49.55,Yes,1
2203-GHNWN,24,No,No,0,Month-to-month,79.65,1928.7,No,0
3878-AVSOQ,1,No,No,0,Month-to-month,71.25,71.25,No,0
6319-QSUSR,11,No internet service,No internet service,0,Month-to-month,19.7,216.2,No,0
4083-EUGRJ,9,No internet service,No internet service,0,Month-to-month,20.25,178.5,Yes,1
7579-OOPEC,2,No,No,0,Month-to-month,50.15,115.1,Yes,1
1771-OADNZ,29,No,Yes,1,Month-to-month,95.9,2745.2,Yes,1
2107-FBPTK,30,Yes,Yes,1,Month-to-month,104.1,3121.1,No,0
1991-VOPLL,9,No internet service,No internet service,0,Month-to-month,19.05,157.65,No,0
1016-DJTSV,8,No,No,0,Month-to-month,69.7,572.85,No,0
0612-RTZZA,1,No,No,0,Month-to-month,25.25,25.25,Yes,1
8751-EDEKA,28,No,Yes,1,Month-to-month,89.9,2433.5,No,0
6878-GGDWG,32,No internet service,No internet service,0,Month-to-month,19.4,641.15,No,0
3604-WLABM,10,No,No,0,Month-to-month,54.25,583,No,0
6410-LEFEN,9,No,No,0,Month-to-month,45.15,416.45,Yes,1
4633-MKHYU,9,Yes,Yes,1,Month-to-month,88.4,788.6,No,0
6257-RJOHI,4,No,No,0,Month-to-month,50.8,202.3,No,0
3194-ORPIK,50,Yes,No,1,Month-to-month,84.4,4116.15,Yes,1
2587-EKXTS,44,Yes,Yes,1,Month-to-month,111.5,4915.15,No,0
5442-BXVND,33,No internet service,No internet service,0,Month-to-month,24.25,838.5,No,0
8816-VXNZD,1,No,No,0,Month-to-month,75.1,75.1,Yes,1
1723-HKXJQ,42,Yes,Yes,1,Month-to-month,101.75,4273.45,Yes,1
7825-GKXMW,1,No,No,0,Month-to-month,45.8,45.8,Yes,1
9753-OYLBX,1,No internet service,No internet service,0,Month-to-month,20.5,20.5,No,0
6656-JWRQX,1,No,No,0,Month-to-month,30.55,30.55,No,0
6473-ULUHT,16,Yes,Yes,1,Month-to-month,84.9,1398.25,No,0
1240-KNSEZ,1,No internet service,No internet service,0,Month-to-month,20.1,20.1,Yes,1
0836-SEYLU,9,Yes,No,1,Month-to-month,40.65,328.95,Yes,1
4433-JCGCG,46,Yes,Yes,1,Month-to-month,101,4680.05,Yes,1
3716-BDVDB,1,No,No,0,Month-to-month,69.1,69.1,Yes,1
2842-BCQGE,43,No,No,0,Month-to-month,75.35,3161.4,No,0
5899-MQZZL,13,No,No,0,Month-to-month,75,999.45,Yes,1
5312-UXESG,41,Yes,Yes,1,Month-to-month,98.05,3990.6,No,0
9488-HGMJH,1,No,No,0,Month-to-month,71.15,71.15,Yes,1
6038-GCYEC,24,Yes,Yes,1,Month-to-month,54.15,1240.25,Yes,1
7159-FVYPK,3,Yes,No,1,Month-to-month,69.15,235,No,0
6088-BXMRG,32,Yes,Yes,1,Month-to-month,98.85,3089.6,No,0
3144-AUDBS,6,No,No,0,Month-to-month,49.15,270.8,Yes,1
4821-SJHJV,32,Yes,No,1,Month-to-month,89.6,2901.8,No,0
7346-MEDWM,59,No,No,0,Month-to-month,83.25,4949.1,No,0
5616-PRTNT,20,No internet service,No internet service,0,Month-to-month,19.4,374.5,Yes,1
4818-QIUFN,20,No,No,0,Month-to-month,79.15,1520.9,Yes,1
4993-JCRGJ,26,No,No,0,Month-to-month,84.3,2281.6,No,0
2103-ZRXFN,1,No,No,0,Month-to-month,50.75,50.75,No,0
6961-VCPMC,46,No,Yes,1,Month-to-month,80.4,3605.2,Yes,1
5288-AHOUP,11,No,Yes,1,Month-to-month,78.5,874.2,No,0
6688-UZPWD,11,Yes,Yes,1,Month-to-month,102,1145.35,Yes,1
0655-YDGFJ,29,No,No,0,Month-to-month,48.95,1323.7,No,0
8468-EHYJA,57,Yes,Yes,1,Month-to-month,99.65,5497.05,No,0
1097-FSPVW,42,No,No,0,Month-to-month,54.55,2455.05,No,0
2839-RFSQE,2,No internet service,No internet service,0,Month-to-month,20.65,38.7,Yes,1
7010-ZMVBF,18,No internet service,No internet service,0,Month-to-month,20.45,357,No,0
0968-GSIKN,1,No,No,0,Month-to-month,70.8,70.8,Yes,1
1965-DDBWU,16,No,Yes,1,Month-to-month,89.05,1448.6,Yes,1
9057-SIHCH,3,Yes,Yes,1,Month-to-month,96.6,291.9,Yes,1
6771-XWBDM,57,Yes,Yes,1,Month-to-month,104.5,5921.35,Yes,1
2897-DOVND,2,No,No,0,Month-to-month,69.8,146.65,No,0
3489-HHPFY,2,Yes,No,1,Month-to-month,84.05,134.05,No,0
8601-QACRS,5,No,No,0,Month-to-month,50.6,249.95,Yes,1
4950-BDEUX,35,Yes,Yes,1,Month-to-month,49.2,1701.65,No,0
0508-OOLTO,2,No,No,0,Month-to-month,71.65,135.75,No,0
9822-WMWVG,41,Yes,No,1,Month-to-month,106.5,4282.4,No,0
2391-SOORI,4,No,No,0,Month-to-month,49.35,219.65,Yes,1
2645-QTLMB,7,Yes,Yes,1,Month-to-month,94.25,669,Yes,1
4806-HIPDW,1,No,No,0,Month-to-month,68.95,68.95,Yes,1
1548-ARAGG,4,No,No,0,Month-to-month,58.5,224.85,No,0
4424-TKOPW,2,Yes,Yes,1,Month-to-month,93.85,196.75,Yes,1
2522-AHJXR,60,Yes,Yes,1,Month-to-month,109.45,6572.85,No,0
1816-FLZDK,1,No,No,0,Month-to-month,29.15,29.15,No,0
7096-UCLNH,1,No internet service,No internet service,0,Month-to-month,20.05,20.05,No,0
8443-ZRDBZ,4,No,No,0,Month-to-month,76.05,318.9,Yes,1
9136-ALYBR,1,No,No,0,Month-to-month,24.45,24.45,Yes,1
8885-QSQBX,1,No,No,0,Month-to-month,49.55,49.55,No,0
7479-NITWS,7,Yes,No,1,Month-to-month,89.35,631.85,Yes,1
8617-ENBDS,3,No,No,0,Month-to-month,73.6,232.5,No,0
0430-IHCDJ,15,No,No,0,Month-to-month,49,749.25,No,0
2959-MJHIC,4,Yes,No,1,Month-to-month,80.35,307.4,Yes,1
1814-DKOLC,5,No internet service,No internet service,0,Month-to-month,25.45,134.75,No,0
4201-JMNGR,1,No,No,0,Month-to-month,55.8,55.8,Yes,1
3537-HPKQT,55,No,No,0,Month-to-month,77.75,4266.4,No,0
2129-ALKBS,40,No internet service,No internet service,0,Month-to-month,26.2,1077.5,No,0
5960-WPXQM,1,Yes,No,1,Month-to-month,79.05,79.05,Yes,1
0684-AOSIH,1,Yes,Yes,1,Month-to-month,95,95,Yes,1
8260-NGFNY,1,No,No,0,Month-to-month,25.2,25.2,Yes,1
1866-RZZQS,41,Yes,Yes,1,Month-to-month,98.4,4187.75,Yes,1
9631-XEYKE,3,No,No,0,Month-to-month,50.4,137.25,No,0
8800-JOOCF,12,Yes,No,1,Month-to-month,84.05,966.55,No,0
1469-LBJQJ,66,Yes,Yes,1,Month-to-month,105.2,6936.85,No,0
4958-XCBDQ,35,Yes,Yes,1,Month-to-month,101.4,3496.3,Yes,1
8337-UPOAQ,10,No,Yes,1,Month-to-month,89.8,914.3,Yes,1
0064-YIJGF,27,No,No,0,Month-to-month,75.75,1929,No,0
2386-OWURY,58,Yes,Yes,1,Month-to-month,95.3,5817.7,No,0
0310-VQXAM,9,No internet service,No internet service,0,Month-to-month,19.85,178.8,No,0
3453-RTHJQ,6,No,No,0,Month-to-month,69.1,435,No,0
6712-OAWRH,26,Yes,Yes,1,Month-to-month,91.25,2351.8,Yes,1
6278-FEPBZ,9,No internet service,No internet service,0,Month-to-month,20.25,186.15,No,0
4280-DLSHD,8,No,No,0,Month-to-month,54.75,445.85,No,0
1508-DFXCU,12,Yes,No,1,Month-to-month,81.45,912,No,0
8614-VGMMV,15,No,No,0,Month-to-month,49.1,679.55,Yes,1
2800-QQUSO,42,Yes,Yes,1,Month-to-month,100.3,4222.95,No,0
2930-UOTMB,31,No,No,0,Month-to-month,65.25,1994.3,Yes,1
5914-DVBWJ,18,No,No,0,Month-to-month,85.45,1505.85,Yes,1
7698-YFGEZ,1,No internet service,No internet service,0,Month-to-month,20,20,No,0
9773-PEQBZ,10,No,No,0,Month-to-month,79.85,797.25,No,0
8644-XLFBW,1,No,No,0,Month-to-month,71.65,71.65,Yes,1
0650-BWOZN,18,No,No,0,Month-to-month,73.55,1359.45,No,0
8625-AZYZY,24,Yes,Yes,1,Month-to-month,104.65,2542.45,Yes,1
7785-RDVIG,3,No internet service,No internet service,0,Month-to-month,19.3,54.7,No,0
2903-YYTBW,1,No,No,0,Month-to-month,44.55,44.55,No,0
3620-MWJNE,2,No,No,0,Month-to-month,54.45,87.3,No,0
9306-CPCBC,3,No,No,0,Month-to-month,74.25,210.3,Yes,1
9481-IEBZY,72,Yes,Yes,1,Month-to-month,112.9,8061.5,No,0
1833-VGRUM,1,No,No,0,Month-to-month,74.2,74.2,Yes,1
6137-NICCO,6,Yes,No,1,Month-to-month,94.05,518.75,No,0
6402-EJMWF,4,No,Yes,1,Month-to-month,55.3,238.5,No,0
8374-XGEJJ,43,Yes,Yes,1,Month-to-month,101,4388.4,Yes,1
2656-TABEH,4,Yes,Yes,1,Month-to-month,100.2,420.2,Yes,1
9169-BSVIN,12,Yes,Yes,1,Month-to-month,74.75,827.05,No,0
7714-YXSMB,26,Yes,Yes,1,Month-to-month,100.5,2599.95,No,0
8387-UGUSU,15,No internet service,No internet service,0,Month-to-month,20.05,284.3,No,0
4039-HEUNW,36,Yes,Yes,1,Month-to-month,96.5,3436.1,Yes,1
1194-HVAIF,27,Yes,Yes,1,Month-to-month,95,2462.55,No,0
0812-WUPTB,1,No,No,0,Month-to-month,70.85,70.85,Yes,1
0004-TLHLJ,4,No,No,0,Month-to-month,73.9,280.85,Yes,1
1767-TGTKO,8,No,No,0,Month-to-month,45.45,411.75,No,0
8439-LTUGF,10,No internet service,No internet service,0,Month-to-month,20,198.6,No,0
8805-JNRAZ,2,No,No,0,Month-to-month,49.2,103.7,No,0
7291-CDTMJ,1,No internet service,No internet service,0,Month-to-month,19.65,19.65,No,0
7128-GGCNO,46,No,No,0,Month-to-month,72.8,3249.4,No,0
0237-YFUTL,50,Yes,Yes,1,Month-to-month,109.65,5405.8,No,0
7691-KGKGP,53,Yes,No,1,Month-to-month,65,3363.8,No,0
6710-HSJRD,61,Yes,Yes,1,Month-to-month,114.1,7132.15,No,0
3675-EQOZA,5,No internet service,No internet service,0,Month-to-month,20.65,93.55,No,0
9862-KJTYK,19,No,No,0,Month-to-month,25.35,566.1,No,0
0365-BZUWY,17,Yes,Yes,1,Month-to-month,102.55,1742.5,No,0
4817-VYYWS,30,Yes,Yes,1,Month-to-month,100.2,2983.8,Yes,1
5701-SVCWR,1,No internet service,No internet service,0,Month-to-month,24,24,No,0
1396-QWFBJ,21,No,No,0,Month-to-month,74.05,1565.7,Yes,1
5299-SJCZT,3,Yes,Yes,1,Month-to-month,101.55,298.35,Yes,1
2018-PZKMU,9,Yes,Yes,1,Month-to-month,103.1,970.45,No,0
4570-QHXHL,9,No,No,0,Month-to-month,43.75,405.7,No,0
7392-YYPYJ,22,Yes,Yes,1,Month-to-month,100.65,2415.95,No,0
7359-PTSXY,1,No,No,0,Month-to-month,45.75,45.75,Yes,1
9348-YVOMK,4,No,No,0,Month-to-month,44.8,176.2,No,0
8104-OSKWT,12,No,No,0,Month-to-month,79.8,1001.2,No,0
4521-YEEHE,18,Yes,No,1,Month-to-month,88.85,1594.75,No,0
4090-KPJIP,3,No,No,0,Month-to-month,74.95,212.4,No,0
4503-BDXBD,11,No,No,0,Month-to-month,74.95,815.5,Yes,1
6086-ESGRL,1,No,Yes,1,Month-to-month,80.15,80.15,Yes,1
3824-RHKVR,17,No internet service,No internet service,0,Month-to-month,19.7,340.35,No,0
5816-SCGFC,7,No,No,0,Month-to-month,51.3,419.35,No,0
9278-VZKCD,52,Yes,Yes,1,Month-to-month,109.1,5647.95,No,0
5999-LCXAO,1,No,No,0,Month-to-month,29.9,29.9,No,0
5206-XZZQI,53,No,No,0,Month-to-month,80.6,4348.1,No,0
4803-LBYPN,34,No internet service,No internet service,0,Month-to-month,20.8,635.9,No,0
5759-RCVCB,3,Yes,No,1,Month-to-month,35.2,108.95,Yes,1
6372-RFVNS,1,Yes,No,1,Month-to-month,78.8,78.8,Yes,1
2139-FQHLM,19,Yes,No,1,Month-to-month,89.95,1682.4,No,0
8938-UMKPI,47,Yes,Yes,1,Month-to-month,106.4,5127.95,Yes,1
0991-BRRFB,18,No,No,0,Month-to-month,49.4,874.8,Yes,1
5600-KTXFM,2,No,No,0,Month-to-month,69.95,143.9,No,0
3871-IKPYH,1,No,No,0,Month-to-month,69.1,69.1,Yes,1
6319-IEJWJ,20,Yes,Yes,1,Month-to-month,90.2,1776.55,Yes,1
9025-AOMKI,6,Yes,Yes,1,Month-to-month,93.55,536.4,Yes,1
7964-YESJC,24,No,No,0,Month-to-month,66.3,1559.45,No,0
6173-GOLSU,67,Yes,Yes,1,Month-to-month,94.65,6079,No,0
5275-SQEIZ,1,No,Yes,1,Month-to-month,80.85,80.85,Yes,1
7950-XWOVN,11,No,No,0,Month-to-month,34.7,383.55,No,0
4390-KYULV,3,No internet service,No internet service,0,Month-to-month,20.55,51.15,Yes,1
4647-MUZON,18,Yes,Yes,1,Month-to-month,95.95,1745.5,No,0
8851-RAGOV,25,No,Yes,1,Month-to-month,71.05,1837.7,No,0
1304-NECVQ,2,No,No,0,Month-to-month,78.55,149.55,Yes,1
5396-IZEPB,9,No internet service,No internet service,0,Month-to-month,19.7,180.7,No,0
0701-TJSEF,9,No,Yes,1,Month-to-month,68.25,576.95,No,0
5712-VBOXD,4,No internet service,No internet service,0,Month-to-month,20.15,68.45,No,0
6629-LADHQ,2,No,No,0,Month-to-month,50.95,123.05,No,0
8945-GRKHX,1,No,Yes,1,Month-to-month,78.65,78.65,Yes,1
1559-DTODC,19,No,No,0,Month-to-month,25.15,468.35,No,0
4797-MIWUM,7,No internet service,No internet service,0,Month-to-month,20.25,174.7,No,0
6959-UWKHF,1,No,No,0,Month-to-month,42.9,42.9,Yes,1
8720-RQSBJ,1,No,No,0,Month-to-month,44,44,No,0
3815-SLMEF,3,No,No,0,Month-to-month,34.25,139.35,Yes,1
5154-VEKBL,9,Yes,Yes,1,Month-to-month,58.5,539.85,Yes,1
4324-AHJKS,5,No,No,0,Month-to-month,55.8,300.4,No,0
4495-LHSSK,18,No,No,0,Month-to-month,57.65,992.7,No,0
5655-JSMZM,49,Yes,Yes,1,Month-to-month,96.2,4718.25,Yes,1
4505-EXZHB,6,No,No,0,Month-to-month,74.4,434.1,Yes,1
7225-CBZPL,17,Yes,Yes,1,Month-to-month,94.8,1563.9,No,0
6704-UTUKK,29,Yes,Yes,1,Month-to-month,45.9,1332.4,No,0
4587-VVTOX,6,Yes,Yes,1,Month-to-month,105.3,545.2,Yes,1
4652-NNHNY,16,No,No,0,Month-to-month,73.85,1284.2,Yes,1
7404-JLKQG,3,Yes,No,1,Month-to-month,57.55,161.45,No,0
7421-ZLUPA,8,No,No,0,Month-to-month,29.25,226.95,No,0
8972-HJWNV,7,No,Yes,1,Month-to-month,84.55,646.85,Yes,1
2920-RNCEZ,1,No,No,0,Month-to-month,69.95,69.95,No,0
5382-TEMLV,45,No,No,0,Month-to-month,50.9,2298.55,No,0
